node_id,tgn_memory,gt_embedding,scn_embedding
72,"[ 0.07801731 -0.10712769 -0.02692227  0.1757849  -0.01595486 -0.04091794
 -0.16951019  0.01033353]","[ 1.1918318  -0.9882546   0.12470163  1.407397   -0.4131448  -0.02764292
 -1.7868872   0.4919989 ]","[-0.3106789  -0.17578775 -0.07592659 -0.5275786  -1.5532837   0.095146
 -0.2061961  -0.7154843 ]"
73,"[ 0.07801823 -0.1071272  -0.02692362  0.17578523 -0.01595394 -0.04091727
 -0.16951138  0.01033249]","[ 1.1918355  -0.98824626  0.12468809  1.4073997  -0.41313687 -0.02763612
 -1.7868929   0.49198893]","[-0.3106794  -0.17578718 -0.07592611 -0.5275784  -1.5532835   0.09514668
 -0.20619611 -0.715484  ]"
74,"[ 0.07801831 -0.10712702 -0.02692366  0.17578515 -0.01595391 -0.04091721
 -0.16951133  0.01033255]","[ 1.1918362  -0.9882451   0.1246874   1.4073992  -0.41313696 -0.02763623
 -1.7868935   0.49198952]","[-0.31067938 -0.17578721 -0.07592614 -0.52757853 -1.5532835   0.09514672
 -0.20619607 -0.71548396]"
75,"[ 0.0780181  -0.10712738 -0.02692342  0.1757852  -0.015954   -0.04091747
 -0.16951126  0.01033263]","[ 1.191835   -0.9882479   0.12469036  1.407399   -0.41313714 -0.02763746
 -1.786892    0.49199024]","[-0.31067926 -0.1757873  -0.0759262  -0.52757853 -1.5532835   0.09514659
 -0.2061961  -0.7154841 ]"
76,"[ 0.07801805 -0.10712742 -0.0269234   0.17578523 -0.01595403 -0.04091746
 -0.16951126  0.01033261]","[ 1.1918348  -0.9882483   0.12469066  1.4073993  -0.41313735 -0.0276372
 -1.7868918   0.49199006]","[-0.31067926 -0.1757873  -0.0759262  -0.52757853 -1.5532835   0.09514659
 -0.2061961  -0.7154841 ]"
77,"[ 0.0780178  -0.10712005 -0.02692064  0.1757813  -0.01595847 -0.04091402
 -0.16950484  0.01033755]","[ 1.1918418  -0.988225    0.1246997   1.4073776  -0.4131954  -0.02764803
 -1.7868898   0.49203914]","[-0.31067938 -0.17578816 -0.0759265  -0.5275785  -1.5532839   0.09514498
 -0.20619579 -0.7154842 ]"
78,"[ 0.07800863 -0.10711222 -0.02690963  0.17577875 -0.01597794 -0.04090326
 -0.16949107  0.01034369]","[ 1.1918     -0.9882265   0.12478341  1.4073832  -0.4133931  -0.02762355
 -1.7868398   0.49211618]","[-0.31067935 -0.17579117 -0.07592855 -0.5275763  -1.5532856   0.09514038
 -0.20619418 -0.71548736]"
79,"[ 0.07801829 -0.10712702 -0.02692345  0.17578496 -0.01595387 -0.0409175
 -0.1695111   0.01033288]","[ 1.1918365  -0.9882461   0.12468935  1.407397   -0.41313666 -0.02763912
 -1.7868929   0.49199215]","[-0.3106793  -0.17578727 -0.07592614 -0.52757853 -1.5532835   0.09514657
 -0.20619613 -0.71548396]"
80,"[ 0.07785457 -0.10717914 -0.0266252   0.17565578 -0.01611407 -0.04110589
 -0.16920069  0.01063326]","[ 1.191365   -0.9899173   0.12755074  1.4063334  -0.41463256 -0.02973379
 -1.785763    0.49479732]","[-0.31270126 -0.17367452 -0.07433556 -0.5268027  -1.5525465   0.09805997
 -0.20612586 -0.71447605]"
81,"[ 0.07785841 -0.10716833 -0.02663622  0.17566182 -0.01611917 -0.0410843
 -0.16920978  0.01061868]","[ 1.1913656  -0.9898023   0.1274251   1.4064057  -0.41469535 -0.02957588
 -1.7857996   0.49467704]","[-0.3127106  -0.17366785 -0.07433026 -0.5267971  -1.5525448   0.09806867
 -0.20612386 -0.7144744 ]"
82,"[ 0.07788482 -0.10710977 -0.02664714  0.17563336 -0.0161108  -0.04106722
 -0.1691904   0.01064164]","[ 1.1915565  -0.9894901   0.12719525  1.4062136  -0.41474804 -0.02965738
 -1.7859449   0.49487498]","[-0.31271744 -0.17366415 -0.07432328 -0.5268004  -1.5525439   0.09807073
 -0.20612423 -0.71446425]"
83,"[ 0.07787989 -0.10714782 -0.02666426  0.17566428 -0.01610243 -0.04106491
 -0.1692303   0.01060056]","[ 1.1914616  -0.9895772   0.1271216   1.4064364  -0.4145755  -0.02943148
 -1.7859367   0.49450147]","[-0.3127239  -0.17365503 -0.07431935 -0.52679384 -1.5525405   0.09808543
 -0.20612358 -0.7144657 ]"
84,"[ 0.07787521 -0.10715528 -0.02666111  0.17566748 -0.01610539 -0.04106701
 -0.16923097  0.01059883]","[ 1.1914316  -0.9896244   0.12716712  1.4064591  -0.41458687 -0.02942518
 -1.7859104   0.49448907]","[-0.3127226  -0.17365623 -0.07432075 -0.52679336 -1.5525409   0.09808406
 -0.20612349 -0.7144675 ]"
85,"[ 0.07787526 -0.10715538 -0.02666119  0.17566752 -0.01610523 -0.04106712
 -0.16923109  0.01059878]","[ 1.1914319  -0.98962456  0.12716648  1.4064592  -0.4145851  -0.02942545
 -1.7859108   0.49448842]","[-0.3127226  -0.17365617 -0.07432075 -0.5267934  -1.5525409   0.09808418
 -0.20612346 -0.71446747]"
86,"[ 0.07787611 -0.10715546 -0.02666224  0.17566772 -0.01610397 -0.04106735
 -0.16923216  0.01059814]","[ 1.1914357  -0.9896208   0.12715712  1.4064595  -0.41457292 -0.02942412
 -1.7859154   0.4944813 ]","[-0.31272277 -0.17365575 -0.07432042 -0.5267935  -1.5525408   0.0980847
 -0.20612359 -0.71446717]"
87,"[ 0.07787316 -0.10715923 -0.02665828  0.17566743 -0.01610553 -0.04107118
 -0.16922958  0.01060081]","[ 1.1914226  -0.9896573   0.12720175  1.4064538  -0.41458085 -0.02944978
 -1.7858961   0.49450594]","[-0.3127206  -0.17365766 -0.07432209 -0.52679414 -1.5525413   0.0980823
 -0.20612374 -0.7144683 ]"
88,"[ 0.07787562 -0.10715528 -0.02666162  0.17566758 -0.01610478 -0.04106709
 -0.1692315   0.01059852]","[ 1.1914335  -0.9896221   0.12716231  1.4064593  -0.414581   -0.02942442
 -1.7859129   0.49448556]","[-0.3127227  -0.17365596 -0.07432054 -0.52679336 -1.5525408   0.0980844
 -0.20612352 -0.71446735]"
89,"[ 0.07787815 -0.10714414 -0.02665976  0.17566076 -0.0161065  -0.04106482
 -0.16922359  0.01060634]","[ 1.191461   -0.98958045  0.1271548   1.4064133  -0.41462305 -0.02945847
 -1.7859242   0.49455714]","[-0.3127226  -0.17365703 -0.07432057 -0.5267943  -1.5525413   0.09808244
 -0.20612344 -0.71446645]"
90,"[ 0.07787291 -0.10715825 -0.02665779  0.175667   -0.01610648 -0.04107045
 -0.16922866  0.01060137]","[ 1.1914222  -0.9896545   0.12720415  1.4064521  -0.41459188 -0.02944938
 -1.7858949   0.49451202]","[-0.31272066 -0.17365786 -0.07432215 -0.5267941  -1.5525415   0.09808205
 -0.20612364 -0.7144684 ]"
91,"[ 0.07785223 -0.10718369 -0.02663201  0.17566688 -0.01611912 -0.04109295
 -0.16921268  0.01061643]","[ 1.1913257  -0.98989433  0.12749776  1.4064324  -0.41466257 -0.02959171
 -1.7857625   0.49465552]","[-0.31270716 -0.1736699  -0.07433282 -0.5267978  -1.5525453   0.09806665
 -0.20612426 -0.71447676]"
92,"[ 0.07787165 -0.10713811 -0.02664204  0.17564781 -0.01611574 -0.04107424
 -0.1692002   0.01062956]","[ 1.1914604  -0.9896392   0.12730478  1.4063135  -0.41473037 -0.0296074
 -1.7858733   0.4947715 ]","[-0.31271473 -0.1736657  -0.0743265  -0.52679837 -1.5525444   0.09807
 -0.20612393 -0.71446925]"
93,"[ 0.07787498 -0.10715499 -0.02666013  0.17566665 -0.01610562 -0.04106787
 -0.16922966  0.01060032]","[ 1.1914326  -0.98962796  0.12717542  1.406452   -0.41459018 -0.02943592
 -1.785908    0.49450237]","[-0.312722   -0.17365673 -0.07432111 -0.5267937  -1.552541    0.09808341
 -0.20612349 -0.7144676 ]"
94,"[ 0.07786848 -0.10716346 -0.02665231  0.17566697 -0.01610937 -0.04107497
 -0.16922522  0.01060452]","[ 1.1914017  -0.98970443  0.12726621  1.4064485  -0.4146091  -0.02947816
 -1.785867    0.49454248]","[-0.3127179  -0.17366037 -0.07432438 -0.5267948  -1.5525422   0.09807879
 -0.20612374 -0.7144702 ]"
95,"[ 0.07787839 -0.10713762 -0.02665711  0.1756565  -0.01610936 -0.04106325
 -0.16921741  0.01061185]","[ 1.1914716  -0.9895624   0.12716478  1.4063861  -0.4146652  -0.02948045
 -1.7859238   0.49460936]","[-0.31272212 -0.17365822 -0.07432105 -0.52679485 -1.5525419   0.09808043
 -0.2061233  -0.7144664 ]"
96,"[ 0.07786966 -0.10715903 -0.02665412  0.1756669  -0.01611093 -0.04106998
 -0.16922541  0.01060308]","[ 1.1914064  -0.98967296  0.12723957  1.4064547  -0.41463205 -0.0294519
 -1.7858759   0.49453205]","[-0.31271985 -0.1736592  -0.07432328 -0.52679384 -1.552542    0.09808011
 -0.20612332 -0.71446973]"
97,"[ 0.07787453 -0.10715776 -0.02666032  0.17566784 -0.01610468 -0.04106935
 -0.16923118  0.01059918]","[ 1.1914282  -0.9896406   0.12717974  1.4064584  -0.4145753  -0.02943565
 -1.7859055   0.494491  ]","[-0.3127217  -0.17365664 -0.07432128 -0.52679384 -1.552541    0.09808363
 -0.20612364 -0.71446776]"
98,"[ 0.07789142 -0.10713045 -0.02667208  0.17565656 -0.01609443 -0.04106059
 -0.16922912  0.01060465]","[ 1.191535   -0.9894662   0.12701118  1.4063805  -0.4145393  -0.02944966
 -1.7860016   0.49452987]","[-0.312727   -0.17365217 -0.07431586 -0.526795   -1.5525393   0.09808849
 -0.20612407 -0.7144612 ]"
99,"[ 0.07877254 -0.10641859 -0.02793919  0.17590488 -0.01537126 -0.04019945
 -0.17027271  0.00964044]","[ 1.1950984  -0.9802138   0.11378432  1.4087296  -0.4089213  -0.02215222
 -1.7916733   0.48534822]","[-0.30153233 -0.18490654 -0.08352976 -0.52992684 -1.556414    0.08304987
 -0.20632772 -0.7213923 ]"
100,"[ 0.07858847 -0.10667299 -0.0276698   0.17586489 -0.01544511 -0.04049652
 -0.17008992  0.00984845]","[ 1.1943566  -0.98274136  0.11682431  1.4081482  -0.40917408 -0.02418577
 -1.790451    0.4872233 ]","[-0.30148172 -0.18494883 -0.08356591 -0.5299459  -1.5564266   0.08299528
 -0.20633295 -0.7214159 ]"
101,"[ 0.07883003 -0.10646079 -0.02802958  0.17594329 -0.01526458 -0.04022238
 -0.17038436  0.00956174]","[ 1.1952962  -0.9800399   0.11305026  1.4089135  -0.40782154 -0.02192185
 -1.7920117   0.48453537]","[-0.3015383  -0.18489534 -0.08352189 -0.52992743 -1.5564091   0.08306628
 -0.20632994 -0.7213849 ]"
102,"[ 0.07883336 -0.10644073 -0.02803044  0.17593716 -0.0152723  -0.04020796
 -0.17037645  0.00956582]","[ 1.195323   -0.9799352   0.11299759  1.4088902  -0.40793478 -0.02188768
 -1.7920347   0.48458156]","[-0.3015397  -0.18489492 -0.08352117 -0.5299268  -1.5564091   0.08306645
 -0.20632957 -0.72138447]"
103,"[ 0.07881738 -0.10647935 -0.02801682  0.17594711 -0.01527175 -0.04023377
 -0.17037989  0.00956508]","[ 1.1952281  -0.98018473  0.11320864  1.4089332  -0.4078515  -0.02196902
 -1.7919353   0.48457092]","[-0.30153626 -0.1848971  -0.08352362 -0.52992773 -1.5564096   0.08306413
 -0.20632999 -0.7213865 ]"
104,"[ 0.07872416 -0.10649433 -0.02785767  0.17588395 -0.01537917 -0.0403054
 -0.17021386  0.00971518]","[ 1.1949335  -0.9809904   0.11470159  1.4084622  -0.40887263 -0.02290232
 -1.791334    0.4860021 ]","[-0.30151543 -0.18491995 -0.08354102 -0.5299344  -1.556418    0.08303245
 -0.20633005 -0.72139853]"
105,"[ 0.07880114 -0.10649887 -0.02799446  0.1759447  -0.01528101 -0.04025448
 -0.1703646   0.00958079]","[ 1.1951592  -0.98038346  0.1134574   1.4088981  -0.40790376 -0.02211239
 -1.7918314   0.48471668]","[-0.30153245 -0.18490046 -0.08352657 -0.529929   -1.5564108   0.08305973
 -0.2063303  -0.7213885 ]"
106,"[ 0.07880898 -0.10646252 -0.02799937  0.17593513 -0.01529284 -0.04022679
 -0.17035387  0.0095848 ]","[ 1.1952132  -0.98017853  0.113331    1.4088676  -0.4080876  -0.02202951
 -1.7918847   0.4847687 ]","[-0.30153534 -0.18489927 -0.08352496 -0.5299277  -1.5564106   0.0830607
 -0.2063296  -0.72138757]"
107,"[ 0.07840861 -0.10696965 -0.02748062  0.17591521 -0.01551902 -0.0407075
 -0.17002815  0.0099109 ]","[ 1.1934087  -0.98502094  0.11922104  1.4083188  -0.40927908 -0.02513429
 -1.7893376   0.48782352]","[-0.3014469  -0.18497679 -0.08359294 -0.5299539  -1.5564351   0.08296129
 -0.2063353  -0.72143847]"
108,"[ 0.07882818 -0.10647205 -0.02803199  0.17594993 -0.01526162 -0.04022549
 -0.17039263  0.00955401]","[ 1.1952724  -0.9800813   0.11305335  1.4089562  -0.4077683  -0.02189303
 -1.7920028   0.4844634 ]","[-0.3015383  -0.18489498 -0.08352186 -0.5299272  -1.5564089   0.08306697
 -0.20633003 -0.72138506]"
109,"[ 0.07884809 -0.10637327 -0.02802535  0.17590348 -0.01528693 -0.04018182
 -0.17033768  0.00960038]","[ 1.1954659  -0.97964007  0.1128934   1.4086843  -0.40822005 -0.02197457
 -1.792115    0.48490614]","[-0.30154127 -0.18489555 -0.08352025 -0.52992725 -1.5564098   0.08306445
 -0.20632914 -0.72138274]"
110,"[ 0.07883301 -0.10646517 -0.02803752  0.17594925 -0.0152591  -0.04022016
 -0.1703953   0.00955146]","[ 1.1952965  -0.98002315  0.11298721  1.4089556  -0.40775788 -0.02186457
 -1.7920328   0.484439  ]","[-0.3015393  -0.18489414 -0.08352108 -0.52992696 -1.5564086   0.08306792
 -0.20633003 -0.72138447]"
111,"[ 0.0788314  -0.10647002 -0.02803516  0.1759493  -0.01525788 -0.04022548
 -0.17039469  0.00955324]","[ 1.1952899  -0.9800594   0.11301972  1.4089494  -0.40773776 -0.02189321
 -1.7920209   0.4844526 ]","[-0.30153862 -0.18489459 -0.08352147 -0.52992725 -1.5564086   0.08306745
 -0.20633014 -0.7213847 ]"
112,"[ 0.07883256 -0.1064672  -0.02803686  0.17594935 -0.01525827 -0.04022234
 -0.1703954   0.00955195]","[ 1.1952945  -0.98003685  0.11299787  1.4089535  -0.40774632 -0.02187533
 -1.7920291   0.4844422 ]","[-0.30153903 -0.1848943  -0.08352123 -0.52992713 -1.5564086   0.08306777
 -0.20633005 -0.7213846 ]"
113,"[ 0.07883488 -0.10646464 -0.02803734  0.17594676 -0.01525547 -0.04022435
 -0.17039408  0.0095548 ]","[ 1.1953123  -0.9800258   0.11298769  1.4089305  -0.40772715 -0.02190113
 -1.7920402   0.48446396]","[-0.30153883 -0.18489438 -0.08352123 -0.52992743 -1.5564086   0.08306774
 -0.20633012 -0.7213843 ]"
114,"[ 0.07882842 -0.10647445 -0.02803202  0.17595007 -0.01525945 -0.04022846
 -0.17039354  0.00955425]","[ 1.1952741  -0.9800945   0.1130585   1.4089527  -0.40774366 -0.02190677
 -1.7920032   0.48446292]","[-0.30153808 -0.18489504 -0.08352195 -0.5299274  -1.5564089   0.08306688
 -0.20633017 -0.72138506]"
115,"[ 0.07883545 -0.10646311 -0.0280392   0.17594789 -0.01525626 -0.04022089
 -0.17039573  0.00955225]","[ 1.1953115  -0.98000795  0.11296727  1.4089432  -0.4077364  -0.02187467
 -1.7920457   0.48444262]","[-0.30153927 -0.184894   -0.08352096 -0.5299272  -1.5564086   0.08306818
 -0.20633003 -0.7213842 ]"
116,"[ 0.07883269 -0.10646811 -0.02803737  0.17594992 -0.01525758 -0.04022272
 -0.17039637  0.00955117]","[ 1.1952941  -0.98003906  0.11299514  1.4089569  -0.407738   -0.02187329
 -1.7920301   0.48443455]","[-0.30153903 -0.18489426 -0.0835212  -0.5299271  -1.5564086   0.08306794
 -0.20633008 -0.7213845 ]"
117,"[ 0.07883643 -0.10645281 -0.02803819  0.17594397 -0.01526103 -0.0402143
 -0.17039002  0.00955594]","[ 1.1953241  -0.9799612   0.11295345  1.4089254  -0.40780252 -0.02186765
 -1.7920527   0.4844813 ]","[-0.30153978 -0.184894   -0.08352076 -0.52992696 -1.5564088   0.08306795
 -0.20632987 -0.7213841 ]"
118,"[ 0.07883088 -0.10646743 -0.02803192  0.17594597 -0.01525923 -0.0402272
 -0.17038964  0.00955855]","[ 1.1952952  -0.9800637   0.11304367  1.4089241  -0.40775767 -0.02192646
 -1.7920151   0.48450056]","[-0.30153814 -0.18489516 -0.08352183 -0.5299276  -1.556409    0.08306672
 -0.20633015 -0.7213848 ]"
119,"[ 0.07882439 -0.10647972 -0.02802807  0.1759513  -0.01526222 -0.04023124
 -0.17039199  0.00955514]","[ 1.1952522  -0.98013645  0.1131064   1.4089602  -0.40775892 -0.02191739
 -1.791979    0.48447332]","[-0.30153748 -0.18489558 -0.08352245 -0.5299274  -1.5564091   0.08306625
 -0.20633017 -0.72138554]"
120,"[ 0.07883482 -0.1064642  -0.02803848  0.175948   -0.01525645 -0.04022178
 -0.17039545  0.00955257]","[ 1.1953084  -0.98001665  0.11297632  1.408943   -0.407736   -0.02187922
 -1.7920418   0.48444584]","[-0.30153918 -0.18489414 -0.08352105 -0.5299272  -1.5564086   0.08306801
 -0.20633006 -0.7213843 ]"
121,"[ 0.07882764 -0.10647678 -0.02803142  0.17595068 -0.01525913 -0.04023008
 -0.17039391  0.00955412]","[ 1.1952692  -0.9801087   0.11306918  1.408955   -0.4077359  -0.02191174
 -1.7919978   0.4844611 ]","[-0.30153784 -0.18489513 -0.0835221  -0.52992743 -1.5564089   0.08306679
 -0.20633017 -0.7213852 ]"
122,"[ 0.07883181 -0.10646906 -0.02803424  0.17594765 -0.01525725 -0.04022708
 -0.17039296  0.00955565]","[ 1.1952958  -0.9800607   0.11302618  1.4089351  -0.40773472 -0.02191248
 -1.7920219   0.48447314]","[-0.30153832 -0.18489477 -0.08352159 -0.52992743 -1.5564089   0.08306718
 -0.2063302  -0.72138464]"
123,"[ 0.0788333  -0.10645287 -0.02803418  0.17594327 -0.01526558 -0.04021392
 -0.17038608  0.00955845]","[ 1.1953102  -0.9799779   0.11299045  1.4089236  -0.40784532 -0.02187467
 -1.7920346   0.4845086 ]","[-0.30153948 -0.1848945  -0.08352114 -0.5299269  -1.5564089   0.08306731
 -0.20632978 -0.72138447]"
124,"[ 0.07883783 -0.1064638  -0.02804464  0.1759512  -0.01525341 -0.04021778
 -0.17040218  0.0095458 ]","[ 1.195315   -0.9799849   0.11291892  1.4089689  -0.407706   -0.02183248
 -1.7920625   0.48438323]","[-0.3015401  -0.18489322 -0.08352034 -0.5299268  -1.5564083   0.08306931
 -0.20633    -0.7213838 ]"
125,"[ 0.0788378  -0.10646373 -0.02804457  0.17595114 -0.0152535  -0.04021776
 -0.17040206  0.0095459 ]","[ 1.195315   -0.97998494  0.11291942  1.4089688  -0.407707   -0.02183281
 -1.7920625   0.48438424]","[-0.3015401  -0.18489319 -0.08352034 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.72138387]"
126,"[ 0.07883777 -0.10646383 -0.02804458  0.1759512  -0.01525347 -0.0402178
 -0.17040215  0.00954583]","[ 1.1953145  -0.9799852   0.11291961  1.4089689  -0.40770647 -0.02183264
 -1.7920622   0.48438358]","[-0.3015401  -0.18489322 -0.08352034 -0.5299268  -1.5564083   0.08306931
 -0.20633    -0.72138387]"
127,"[ 0.07883746 -0.10646406 -0.02804419  0.17595115 -0.01525377 -0.04021798
 -0.17040184  0.00954607]","[ 1.1953132  -0.9799881   0.1129237   1.4089684  -0.40770882 -0.0218341
 -1.7920603   0.48438606]","[-0.30154008 -0.18489322 -0.0835204  -0.5299268  -1.5564084   0.08306918
 -0.20633005 -0.7213839 ]"
128,"[ 0.07883777 -0.10646389 -0.02804459  0.17595121 -0.01525345 -0.04021782
 -0.17040217  0.00954579]","[ 1.1953146  -0.9799856   0.11291961  1.4089692  -0.40770617 -0.02183249
 -1.7920622   0.48438317]","[-0.3015401  -0.18489322 -0.08352034 -0.5299268  -1.5564083   0.08306931
 -0.20633    -0.72138387]"
129,"[ 0.07883777 -0.10646389 -0.02804458  0.17595121 -0.01525345 -0.04021782
 -0.17040217  0.00954579]","[ 1.1953146  -0.9799856   0.11291966  1.4089692  -0.4077061  -0.02183251
 -1.7920622   0.48438329]","[-0.3015401  -0.18489319 -0.08352034 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.72138387]"
130,"[ 0.07883774 -0.10646393 -0.02804457  0.17595123 -0.01525346 -0.04021785
 -0.17040215  0.0095458 ]","[ 1.1953144  -0.97998583  0.11291985  1.408969   -0.40770614 -0.02183263
 -1.7920617   0.4843833 ]","[-0.3015401  -0.18489322 -0.08352034 -0.5299268  -1.5564083   0.08306931
 -0.20633    -0.72138387]"
131,"[ 0.07883785 -0.1064634  -0.02804435  0.17595078 -0.01525353 -0.04021789
 -0.17040163  0.00954637]","[ 1.1953161  -0.9799845   0.11292058  1.408966   -0.40770835 -0.02183583
 -1.7920623   0.48438832]","[-0.30154005 -0.18489322 -0.08352034 -0.5299268  -1.5564084   0.08306923
 -0.20633003 -0.72138387]"
132,"[ 0.07883769 -0.10646402 -0.02804448  0.17595121 -0.01525349 -0.04021794
 -0.1704021   0.00954589]","[ 1.1953143  -0.979987    0.11292084  1.4089689  -0.4077063  -0.02183334
 -1.7920616   0.48438403]","[-0.3015401  -0.18489322 -0.08352037 -0.5299268  -1.5564084   0.08306931
 -0.20633    -0.72138387]"
133,"[ 0.07883772 -0.10646388 -0.02804452  0.1759512  -0.01525356 -0.04021778
 -0.17040208  0.00954584]","[ 1.1953144  -0.97998583  0.11292017  1.4089689  -0.40770727 -0.02183246
 -1.7920618   0.48438388]","[-0.3015401  -0.18489319 -0.08352034 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.72138387]"
134,"[ 0.07883763 -0.10646412 -0.02804444  0.17595123 -0.0152535  -0.040218
 -0.17040211  0.00954588]","[ 1.1953139  -0.9799874   0.11292154  1.4089688  -0.40770614 -0.02183341
 -1.7920613   0.48438406]","[-0.3015401  -0.18489322 -0.08352037 -0.5299268  -1.5564084   0.08306931
 -0.20633    -0.72138387]"
135,"[ 0.07883774 -0.10646392 -0.02804456  0.17595121 -0.01525348 -0.04021782
 -0.17040215  0.00954581]","[ 1.1953144  -0.9799859   0.11291986  1.4089692  -0.40770644 -0.02183258
 -1.7920619   0.48438343]","[-0.3015401  -0.18489319 -0.08352034 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.72138387]"
136,"[ 0.07883693 -0.10646498 -0.02804332  0.17595096 -0.01525382 -0.04021917
 -0.17040125  0.00954683]","[ 1.1953113  -0.979997    0.11293368  1.408966   -0.40770775 -0.02184218
 -1.7920566   0.4843926 ]","[-0.30153984 -0.18489337 -0.08352055 -0.5299269  -1.5564084   0.08306906
 -0.20633005 -0.721384  ]"
137,"[ 0.07883765 -0.10646386 -0.02804445  0.17595121 -0.01525365 -0.04021777
 -0.17040202  0.00954589]","[ 1.195314   -0.97998595  0.11292083  1.4089693  -0.4077081  -0.02183265
 -1.7920614   0.48438424]","[-0.3015401  -0.18489319 -0.08352034 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.72138387]"
138,"[ 0.07883777 -0.10646389 -0.02804458  0.17595121 -0.01525346 -0.04021782
 -0.17040217  0.00954579]","[ 1.1953146  -0.9799856   0.11291961  1.4089692  -0.4077063  -0.02183254
 -1.792062    0.48438326]","[-0.3015401  -0.18489322 -0.08352034 -0.5299268  -1.5564083   0.08306931
 -0.20633    -0.72138387]"
139,"[ 0.07883766 -0.10646406 -0.02804446  0.17595121 -0.01525352 -0.04021795
 -0.17040211  0.00954587]","[ 1.195314   -0.9799871   0.11292115  1.4089689  -0.40770653 -0.02183322
 -1.7920614   0.48438394]","[-0.3015401  -0.18489319 -0.08352037 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.7213839 ]"
140,"[ 0.07883777 -0.10646356 -0.02804447  0.17595105 -0.01525363 -0.0402177
 -0.17040189  0.00954603]","[ 1.1953151  -0.9799845   0.11291985  1.4089682  -0.40770864 -0.02183329
 -1.792062    0.48438558]","[-0.3015401  -0.18489322 -0.08352034 -0.5299268  -1.5564084   0.08306926
 -0.20633002 -0.72138387]"
141,"[ 0.07883766 -0.10646406 -0.02804446  0.17595123 -0.01525351 -0.04021795
 -0.17040212  0.00954587]","[ 1.195314   -0.97998714  0.11292114  1.4089692  -0.40770635 -0.02183318
 -1.7920614   0.4843839 ]","[-0.3015401  -0.18489319 -0.08352037 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.7213839 ]"
142,"[ 0.07883769 -0.10646394 -0.0280445   0.1759512  -0.01525353 -0.04021787
 -0.17040211  0.00954587]","[ 1.1953142  -0.9799862   0.11292056  1.4089688  -0.40770677 -0.02183287
 -1.7920617   0.484384  ]","[-0.3015401  -0.18489319 -0.08352037 -0.5299268  -1.5564083   0.08306928
 -0.20633003 -0.7213839 ]"
143,"[ 0.07883778 -0.10646388 -0.0280446   0.1759512  -0.01525344 -0.04021781
 -0.17040215  0.0095458 ]","[ 1.1953146  -0.9799856   0.11291947  1.4089689  -0.4077061  -0.02183256
 -1.7920622   0.4843834 ]","[-0.3015401  -0.18489319 -0.08352034 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.72138387]"
144,"[ 0.07883774 -0.10646392 -0.02804457  0.17595121 -0.01525347 -0.04021783
 -0.17040215  0.0095458 ]","[ 1.1953144  -0.9799859   0.11291981  1.4089692  -0.40770632 -0.02183256
 -1.7920622   0.48438343]","[-0.3015401  -0.18489319 -0.08352034 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.72138387]"
145,"[ 0.07883774 -0.10646392 -0.02804456  0.17595121 -0.01525347 -0.04021782
 -0.17040215  0.00954581]","[ 1.1953144  -0.97998583  0.1129199   1.4089692  -0.40770635 -0.02183255
 -1.7920619   0.48438346]","[-0.3015401  -0.18489319 -0.08352034 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.72138387]"
146,"[ 0.07883775 -0.10646389 -0.02804457  0.17595121 -0.01525347 -0.04021782
 -0.17040215  0.0095458 ]","[ 1.1953144  -0.97998554  0.11291976  1.4089689  -0.40770632 -0.02183256
 -1.7920618   0.4843833 ]","[-0.3015401  -0.18489319 -0.08352034 -0.5299268  -1.5564084   0.08306928
 -0.20633003 -0.72138387]"
